Date,Registration,Call Sign,Flight Direction,Marketing Airline Desc,Non-PA Airport,Body Type Desc,Gate,Terminal Code,Total Gate Occ Time,Arrival Runway,Block Schedule,Block Actual,Total Calculated Delay,Total  Movement Time,Total Ramp Time,Total Taxi Time Calc,On Scheduled,On Actual
2025-06-04 00:00:00,C-FEJB,JZA990,Missed Approach,Air Canada,YYZ,Commuter,Gate_TB_51,Terminal B,,22,,,0,,,,2025-06-04 14:47:00,2025-06-04 14:53:00
2025-06-09 00:00:00,C-FXJC,JZA634,Missed Approach,Air Canada,YUL,Commuter,Gate_TB_52,Terminal B,,4,,,0,,,,2025-06-09 09:27:00,2025-06-09 09:41:00
2025-06-17 00:00:00,C-GJXV,ACA704,Missed Approach,Air Canada,YYZ,Narrow Body,Gate_TB_51,Terminal B,,4,,,0,,,,2025-06-17 10:46:00,2025-06-17 12:32:00
2025-06-17 00:00:00,C-FTJZ,JZA632,Missed Approach,Air Canada,YUL,Commuter,Gate_TB_52,Terminal B,,4,,,0,,,,2025-06-17 07:45:00,2025-06-17 08:11:00
2025-07-05 00:00:00,C-FJBO,JZA996,Missed Approach,Air Canada,YYZ,Commuter,Gate_TB_51,Terminal B,,22,,,0,,,,2025-07-05 19:42:36,2025-07-05 20:41:00
2025-07-22 00:00:00,C-GWUS,ACA702,Missed Approach,Air Canada,YYZ,Narrow Body,Gate_TB_52,Terminal B,,4,,,0,,,,2025-07-22 09:18:00,2025-07-22 09:14:00
2025-07-29 00:00:00,C-GTZS,ACA706,Missed Approach,Air Canada,YYZ,Narrow Body,Gate_TB_51,Terminal B,,22-22,,,0,,,,2025-07-29 15:48:00,2025-07-29 15:45:00
2025-07-30 00:00:00,C-GNBN,ACA736,Missed Approach,Air Canada,YUL,Narrow Body,Gate_TB_52,Terminal B,,22-4,,,0,,,,2025-07-30 22:37:00,2025-07-30 20:09:00
2025-08-20 00:00:00,C-GVUH,ACA712,Missed Approach,Air Canada,YYZ,Narrow Body,Gate_TB_51,Terminal B,,4,,,0,,,,2025-08-20 14:53:00,2025-08-20 17:48:00
2025-08-22 00:00:00,C-FGJI,ACA700,Missed Approach,Air Canada,YYZ,Narrow Body,Gate_TB_51,Terminal B,,4,,,0,,,,2025-08-22 07:43:00,2025-08-22 08:05:00
2025-05-22 00:00:00,N732US,AAL2865,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_14,Terminal B,,4-4,,,0,,,,2025-05-22 13:21:00,2025-05-22 13:27:00
2025-05-22 00:00:00,N979RP,RPA4498,Missed Approach,American Airlines,GRR,Commuter,Gate_TB_26,Terminal B,,4,,,0,,,,2025-05-22 14:11:00,2025-05-22 14:50:00
2025-05-23 00:00:00,N120HQ,RPA4347,Missed Approach,American Airlines,YYZ,Commuter,Gate_TB_12,Terminal B,,22,,,0,,,,2025-05-23 12:02:00,2025-05-23 12:01:00
2025-05-23 00:00:00,N120HQ,RPA4747,Missed Approach,American Airlines,IND,Commuter,Gate_TB_20,Terminal B,,22-22-31-31,,,0,,,,2025-05-23 17:42:00,2025-05-23 18:22:00
2025-05-24 00:00:00,N101HQ,RPA4660,Missed Approach,American Airlines,BNA,Commuter,Gate_TB_26,Terminal B,,22,,,0,,,,2025-05-24 15:52:00,2025-05-24 16:16:00
2025-05-25 00:00:00,N981NN,AAL1553,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_20,Terminal B,,31,,,0,,,,2025-05-25 17:16:00,2025-05-25 17:27:00
2025-05-29 00:00:00,N111HQ,RPA4754,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_28,Terminal B,,4,,,0,,,,2025-05-29 07:01:00,2025-05-29 07:17:00
2025-05-31 00:00:00,N955AN,AAL2484,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_19,Terminal B,,31,,,0,,,,2025-05-31 15:58:00,2025-05-31 16:00:00
2025-06-01 00:00:00,N651AW,AAL1942,Missed Approach,American Airlines,CLT,Narrow Body,Gate_TB_11,Terminal B,,22-22-31-31,,,0,,,,2025-06-01 22:24:00,2025-06-01 22:43:00
2025-06-01 00:00:00,N105HQ,RPA4393,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_26,Terminal B,,22,,,0,,,,2025-06-01 13:16:00,2025-06-01 13:33:00
2025-06-02 00:00:00,N803NN,AAL3120,Missed Approach,American Airlines,TPA,Narrow Body,Gate_TB_27,Terminal B,,22-22-22-31-31-31,,,0,,,,2025-06-02 09:59:00,2025-06-02 10:19:00
2025-06-02 00:00:00,N133HQ,RPA4550,Missed Approach,American Airlines,YUL,Commuter,Gate_TB_26,Terminal B,,22,,,0,,,,2025-06-02 11:57:00,2025-06-02 11:52:00
2025-06-04 00:00:00,N904AN,AAL3203,Missed Approach,American Airlines,MCO,Narrow Body,Gate_TB_28,Terminal B,,22,,,0,,,,2025-06-04 13:23:00,2025-06-04 13:05:00
2025-06-06 00:00:00,N121HQ,RPA4394,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_15,Terminal B,,22,,,0,,,,2025-06-06 14:54:00,2025-06-06 15:23:00
2025-06-06 00:00:00,N405YX,RPA4623,Missed Approach,American Airlines,YYZ,Commuter,Gate_TB_27,Terminal B,,22,,,0,,,,2025-06-06 14:08:00,2025-06-06 14:21:00
2025-06-07 00:00:00,N102HQ,RPA4677,Missed Approach,American Airlines,CLE,Commuter,Gate_TB_31,Terminal B,,22-22,,,0,,,,2025-06-07 09:10:00,2025-06-07 09:35:00
2025-06-08 00:00:00,N808AW,AAL2041,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_16,Terminal B,,22,,,0,,,,2025-06-08 15:53:00,2025-06-08 16:37:00
2025-06-08 00:00:00,N401YX,RPA4661,Missed Approach,American Airlines,YUL,Commuter,Gate_TB_12,Terminal B,,22,,,0,,,,2025-06-08 18:51:00,2025-06-08 18:49:00
2025-06-08 00:00:00,N114HQ,RPA4749,Missed Approach,American Airlines,RDU,Commuter,Gate_TB_18,Terminal B,,22,,,0,,,,2025-06-08 16:55:00,2025-06-08 18:45:00
2025-06-09 00:00:00,N957AN,AAL1166,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_14,Terminal B,,4,,,0,,,,2025-06-09 10:24:00,2025-06-09 10:32:00
2025-06-09 00:00:00,N905AN,AAL2028,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_11,Terminal B,,4,,,0,,,,2025-06-09 19:53:00,2025-06-09 19:56:00
2025-06-09 00:00:00,N855RW,RPA4633,Missed Approach,American Airlines,DAY,Commuter,Gate_TB_40,Terminal B,,4,,,0,,,,2025-06-09 08:35:00,2025-06-09 10:19:00
2025-06-10 00:00:00,N121UW,AAL2068,Missed Approach,American Airlines,CLT,Narrow Body,Gate_TB_16,Terminal B,,4,,,0,,,,2025-06-10 16:12:00,2025-06-10 16:08:00
2025-06-10 00:00:00,N977NN,AAL774,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_28,Terminal B,,22,,,0,,,,2025-06-10 21:17:00,2025-06-10 21:23:00
2025-06-10 00:00:00,N445YX,RPA4522,Missed Approach,American Airlines,BUF,Commuter,Gate_TB_18,Terminal B,,4,,,0,,,,2025-06-10 07:10:00,2025-06-10 07:23:00
2025-06-12 00:00:00,N966AN,AAL774,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_11,Terminal B,,31-4,,,0,,,,2025-06-12 21:17:00,2025-06-12 22:12:00
2025-06-13 00:00:00,N965AN,AAL1029,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_16,Terminal B,,4,,,0,,,,2025-06-13 13:23:00,2025-06-13 14:25:00
2025-06-13 00:00:00,N880NN,AAL2738,Missed Approach,American Airlines,MCO,Narrow Body,Gate_TB_17,Terminal B,,4,,,0,,,,2025-06-13 17:19:00,2025-06-13 17:28:00
2025-06-16 00:00:00,N872NN,AAL1609,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_26,Terminal B,,4,,,0,,,,2025-06-16 11:54:00,2025-06-16 12:11:00
2025-06-16 00:00:00,N136HQ,RPA4600,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_29,Terminal B,,4,,,0,,,,2025-06-16 12:26:00,2025-06-16 12:30:00
2025-06-17 00:00:00,N346PR,AAL3096,Missed Approach,American Airlines,TPA,Narrow Body,Gate_TB_28,Terminal B,,22,,,0,,,,2025-06-17 15:08:00,2025-06-17 15:05:00
2025-06-17 00:00:00,N406YX,RPA4522,Missed Approach,American Airlines,BUF,Commuter,Gate_TB_29,Terminal B,,4,,,0,,,,2025-06-17 07:08:00,2025-06-17 07:45:00
2025-06-17 00:00:00,N855RW,RPA4675,Missed Approach,American Airlines,TYS,Commuter,Gate_TB_17,Terminal B,,13,,,0,,,,2025-06-17 07:13:00,2025-06-17 08:46:00
2025-06-17 00:00:00,N855RW,RPA4675,Missed Approach,American Airlines,TYS,Commuter,Gate_TB_17,Terminal B,,4,,,0,,,,2025-06-17 07:13:00,2025-06-17 08:46:00
2025-06-17 00:00:00,N119HQ,RPA4677,Missed Approach,American Airlines,CLE,Commuter,Gate_TB_15,Terminal B,,4,,,0,,,,2025-06-17 07:50:00,2025-06-17 08:18:00
2025-06-17 00:00:00,N117HQ,RPA4791,Missed Approach,American Airlines,CMH,Commuter,Gate_TB_20,Terminal B,,22,,,0,,,,2025-06-17 21:01:00,2025-06-17 21:07:00
2025-06-19 00:00:00,N401YX,RPA4623,Missed Approach,American Airlines,YYZ,Commuter,Gate_TB_29,Terminal B,,22-4,,,0,,,,2025-06-19 15:27:00,2025-06-19 17:12:00
2025-06-20 00:00:00,N950NN,AAL2043,Missed Approach,American Airlines,CLT,Narrow Body,Gate_TB_22,Terminal B,,22-22-31-31,,,0,,,,2025-06-20 08:58:00,2025-06-20 09:03:00
2025-06-20 00:00:00,N329SL,AAL2213,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_26,Terminal B,,22,,,0,,,,2025-06-20 22:53:00,2025-06-20 23:38:00
2025-06-21 00:00:00,N416YX,RPA4411,Missed Approach,American Airlines,BNA,Commuter,Gate_TB_15,Terminal B,,22,,,0,,,,2025-06-21 11:22:00,2025-06-21 12:35:00
2025-06-22 00:00:00,N861RW,RPA4761,Missed Approach,American Airlines,TYS,Commuter,Gate_TB_31,Terminal B,,22,,,0,,,,2025-06-22 23:16:00,2025-06-22 23:24:00
2025-06-23 00:00:00,N136HQ,RPA4600,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_43_43A,Terminal B,,22-4,,,0,,,,2025-06-23 12:34:00,2025-06-23 12:59:00
2025-06-23 00:00:00,N104HQ,RPA4795,Missed Approach,American Airlines,DSM,Commuter,Gate_TB_30,Terminal B,,22,,,0,,,,2025-06-23 14:33:00,2025-06-23 14:41:00
2025-06-24 00:00:00,N342PM,AAL1166,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_11,Terminal B,,31,,,0,,,,2025-06-24 10:24:00,2025-06-24 10:37:00
2025-06-24 00:00:00,N129HQ,RPA4719,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_31,Terminal B,,22,,,0,,,,2025-06-24 19:03:00,2025-06-24 20:18:00
2025-06-24 00:00:00,N423YX,RPA4791,Missed Approach,American Airlines,CMH,Commuter,Gate_TB_22,Terminal B,,22,,,0,,,,2025-06-24 20:06:00,2025-06-24 20:33:00
2025-06-25 00:00:00,N893NN,AAL3022,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_22,Terminal B,,31,,,0,,,,2025-06-25 14:56:00,2025-06-25 15:54:00
2025-06-25 00:00:00,N316SE,AAL565,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_11,Terminal B,,31,,,0,,,,2025-06-25 14:27:00,2025-06-25 14:37:00
2025-06-26 00:00:00,N427YX,RPA4600,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_15,Terminal B,,4,,,0,,,,2025-06-26 12:34:00,2025-06-26 12:46:00
2025-06-28 00:00:00,N116HQ,RPA4525,Missed Approach,American Airlines,TVC,Commuter,Gate_TB_30,Terminal B,,22-22-4-4,,,0,,,,2025-06-28 12:29:00,2025-06-28 12:39:00
2025-06-28 00:00:00,N445YX,RPA4599,Missed Approach,American Airlines,ACK,Commuter,Gate_TB_18,Terminal B,,22,,,0,,,,2025-06-28 14:46:00,2025-06-28 15:21:00
2025-06-30 00:00:00,N654RW,RPA4719,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_31,Terminal B,,22,,,0,,,,2025-06-30 19:31:00,2025-06-30 22:18:00
2025-07-01 00:00:00,N419YX,RPA4556,Missed Approach,American Airlines,YYZ,Commuter,Gate_TB_14,Terminal B,,22,,,0,,,,2025-07-01 16:55:00,2025-07-01 16:58:00
2025-07-02 00:00:00,N403YX,RPA4500,Missed Approach,American Airlines,YHZ,Commuter,Gate_TB_24,Terminal B,,22-22,,,0,,,,2025-07-02 18:40:00,2025-07-02 19:19:00
2025-07-03 00:00:00,N425YX,RPA4634,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_18,Terminal B,,31,,,0,,,,2025-07-03 10:13:00,2025-07-03 10:43:00
2025-07-04 00:00:00,N342PM,AAL1609,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_19,Terminal B,,31,,,0,,,,2025-07-04 11:26:00,2025-07-04 11:20:00
2025-07-05 00:00:00,N411YX,RPA4550,Missed Approach,American Airlines,YUL,Commuter,Gate_TB_31,Terminal B,,4,,,0,,,,2025-07-05 11:39:00,2025-07-05 11:58:00
2025-07-06 00:00:00,N105HQ,RPA4564,Missed Approach,American Airlines,MEM,Commuter,Gate_TB_31,Terminal B,,22,,,0,,,,2025-07-06 10:50:00,2025-07-06 10:57:00
2025-07-06 00:00:00,N124HQ,RPA4736,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_24,Terminal B,,22,,,0,,,,2025-07-06 15:53:00,2025-07-06 15:56:00
2025-07-07 00:00:00,N123HQ,RPA4769,Missed Approach,American Airlines,BOS,Commuter,Gate_TB_30,Terminal B,,22,,,0,,,,2025-07-07 15:18:00,2025-07-07 15:40:00
2025-07-08 00:00:00,N352PS,AAL3205,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_26,Terminal B,,31,,,0,,,,2025-07-08 09:53:00,2025-07-08 09:57:00
2025-07-08 00:00:00,N110HQ,RPA4407,Missed Approach,American Airlines,CLE,Commuter,Gate_TB_29,Terminal B,,22-4,,,0,,,,2025-07-08 17:10:00,2025-07-08 19:38:00
2025-07-09 00:00:00,N877NN,AAL1150,Missed Approach,American Airlines,CLT,Narrow Body,Gate_TB_24,Terminal B,,31,,,0,,,,2025-07-09 10:54:00,2025-07-09 10:53:00
2025-07-09 00:00:00,N903AN,AAL1609,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_15,Terminal B,,31,,,0,,,,2025-07-09 11:54:00,2025-07-09 11:57:00
2025-07-09 00:00:00,N971AN,AAL3022,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_24,Terminal B,,22,,,0,,,,2025-07-09 14:59:00,2025-07-09 15:19:00
2025-07-11 00:00:00,N110HQ,RPA4500,Missed Approach,American Airlines,YHZ,Commuter,Gate_TB_14,Terminal B,,22,,,0,,,,2025-07-11 16:19:00,2025-07-11 16:35:00
2025-07-12 00:00:00,N300UB,AAL553,Missed Approach,American Airlines,YYC,Narrow Body,Gate_TB_22,Terminal B,,13,,,0,,,,2025-07-12 20:37:00,2025-07-12 21:18:00
2025-07-13 00:00:00,N410YX,RPA4676,Missed Approach,American Airlines,BNA,Commuter,Gate_TB_24,Terminal B,,4,,,0,,,,2025-07-13 13:21:00,2025-07-13 13:31:00
2025-07-15 00:00:00,N317PG,AAL3103,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_19,Terminal B,,22,,,0,,,,2025-07-15 16:04:00,2025-07-15 16:32:00
2025-07-16 00:00:00,N102HQ,RPA4797,Missed Approach,American Airlines,IND,Commuter,Gate_TB_18,Terminal B,,22,,,0,,,,2025-07-16 07:52:00,2025-07-16 07:59:00
2025-07-21 00:00:00,N940NN,AAL3205,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_17,Terminal B,,31,,,0,,,,2025-07-21 09:53:00,2025-07-21 09:55:00
2025-07-21 00:00:00,N424YX,RPA4669,Missed Approach,American Airlines,STL,Commuter,Gate_TB_41,Terminal B,,31,,,0,,,,2025-07-21 09:18:00,2025-07-21 10:18:00
2025-07-22 00:00:00,N125HQ,RPA4475,Missed Approach,American Airlines,CLE,Commuter,Gate_TB_18,Terminal B,,22-4,,,0,,,,2025-07-22 15:49:00,2025-07-22 15:57:00
2025-07-22 00:00:00,N114HQ,RPA4500,Missed Approach,American Airlines,YHZ,Commuter,Gate_TB_15,Terminal B,,22,,,0,,,,2025-07-22 16:09:00,2025-07-22 16:17:00
2025-07-22 00:00:00,N435YX,RPA4553,Missed Approach,American Airlines,CHO,Commuter,Gate_TB_11,Terminal B,,22,,,0,,,,2025-07-22 16:19:00,2025-07-22 16:19:00
2025-07-28 00:00:00,N943NN,AAL1609,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_26,Terminal B,,31,,,0,,,,2025-07-28 11:54:00,2025-07-28 11:57:00
2025-07-28 00:00:00,N108HQ,RPA4342,Missed Approach,American Airlines,XNA,Commuter,Gate_TB_19,Terminal B,,22-22-31-31,,,0,,,,2025-07-28 20:51:00,2025-07-28 21:06:00
2025-07-28 00:00:00,N425YX,RPA4738,Missed Approach,American Airlines,BUF,Commuter,Gate_TB_28,Terminal B,,31-31-4-4,,,0,,,,2025-07-28 12:31:00,2025-07-28 12:45:00
2025-07-30 00:00:00,N805NN,AAL1553,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_12,Terminal B,,22-4,,,0,,,,2025-07-30 17:45:00,2025-07-30 19:32:00
2025-07-30 00:00:00,N995NN,AAL2388,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_24,Terminal B,,22,,,0,,,,2025-07-30 18:07:00,2025-07-30 18:56:00
2025-07-30 00:00:00,N111HQ,RPA4488,Missed Approach,American Airlines,BGR,Commuter,Gate_TB_27,Terminal B,,22-4,,,0,,,,2025-07-30 19:10:00,2025-07-30 19:35:00
2025-07-31 00:00:00,N317PG,AAL3222,Missed Approach,American Airlines,MSY,Narrow Body,*T8_36,LGA-Unknown,,4,,,0,,,,2025-07-31 22:42:00,2025-07-31 23:38:00
2025-07-31 00:00:00,N827AW,AAL2041,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_16,Terminal B,,4,,,0,,,,2025-07-31 18:00:00,2025-07-31 19:00:00
2025-08-02 00:00:00,N937AN,AAL973,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_20,Terminal B,,13-31,,,0,,,,2025-08-02 23:38:00,2025-08-02 23:30:00
2025-08-02 00:00:00,N405YX,RPA4634,Missed Approach,American Airlines,DCA,Commuter,Gate_TB_18,Terminal B,,31-31,,,0,,,,2025-08-02 12:43:00,2025-08-02 12:56:00
2025-08-05 00:00:00,N336SR,AAL605,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_28,Terminal B,,4,,,0,,,,2025-08-05 11:54:00,2025-08-05 11:45:00
2025-08-08 00:00:00,N878NN,AAL3205,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_17,Terminal B,,4,,,0,,,,2025-08-08 09:53:00,2025-08-08 10:23:00
2025-08-10 00:00:00,N413YX,RPA4656,Missed Approach,American Airlines,LIT,Commuter,Gate_TB_27,Terminal B,,22,,,0,,,,2025-08-10 12:06:00,2025-08-10 12:11:00
2025-08-12 00:00:00,N106HQ,RPA4621,Missed Approach,American Airlines,ORF,Commuter,Gate_TB_41,Terminal B,,22,,,0,,,,2025-08-12 14:13:00,2025-08-12 14:49:00
2025-08-14 00:00:00,N434YX,RPA4477,Missed Approach,American Airlines,DTW,Commuter,Gate_TB_26,Terminal B,,22,,,0,,,,2025-08-14 07:52:00,2025-08-14 07:56:00
2025-08-14 00:00:00,N855RW,RPA4673,Missed Approach,American Airlines,RIC,Commuter,Gate_TB_30,Terminal B,,22,,,0,,,,2025-08-14 21:43:00,2025-08-14 22:15:00
2025-08-15 00:00:00,N329SL,AAL672,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_11,Terminal B,,22,,,0,,,,2025-08-15 17:47:00,2025-08-15 18:24:00
2025-08-15 00:00:00,N434YX,RPA4506,Missed Approach,American Airlines,CAE,Commuter,Gate_TB_15,Terminal B,,22,,,0,,,,2025-08-15 17:47:00,2025-08-15 17:58:00
2025-08-16 00:00:00,N334TL,AAL553,Missed Approach,American Airlines,YYC,Narrow Body,Gate_TB_27,Terminal B,,13,,,0,,,,2025-08-16 20:52:00,2025-08-16 21:26:00
2025-08-16 00:00:00,N411YX,RPA4506,Missed Approach,American Airlines,CAE,Commuter,Gate_TB_19,Terminal B,,13,,,0,,,,2025-08-16 15:15:00,2025-08-16 15:35:00
2025-08-18 00:00:00,N322TH,AAL836,Missed Approach,American Airlines,CLT,Narrow Body,Gate_TB_19,Terminal B,,4,,,0,,,,2025-08-18 15:27:00,2025-08-18 15:31:00
2025-08-19 00:00:00,N979RP,RPA4494,Missed Approach,American Airlines,DTW,Commuter,Gate_TB_20,Terminal B,,22-4,,,0,,,,2025-08-19 12:58:00,2025-08-19 13:22:00
2025-08-20 00:00:00,N960AN,AAL2327,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_14,Terminal B,,4,,,0,,,,2025-08-20 15:52:00,2025-08-20 16:17:00
2025-08-26 00:00:00,N917NN,AAL2723,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_12,Terminal B,,31,,,0,,,,2025-08-26 09:59:00,2025-08-26 09:45:00
2025-08-30 00:00:00,N966AN,AAL2271,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_28,Terminal B,,31,,,0,,,,2025-08-30 20:53:00,2025-08-30 21:53:00
2025-05-22 00:00:00,N3738B,DAL398,Missed Approach,Delta Air Lines,DEN,Narrow Body,Gate_68,Terminal C,,4,,,0,,,,2025-05-22 12:15:00,2025-05-22 12:29:00
2025-05-22 00:00:00,N880RW,RPA5844,Missed Approach,Delta Air Lines,CMH,Commuter,Gate_92,Terminal C,,4-4,,,0,,,,2025-05-22 13:12:00,2025-05-22 13:49:00
2025-05-23 00:00:00,N272PQ,EDV5431,Missed Approach,Delta Air Lines,TYS,Commuter,Gate_67,Terminal C,,22-31,,,0,,,,2025-05-23 20:22:00,2025-05-23 20:12:00
2025-05-24 00:00:00,N919XJ,EDV4918,Missed Approach,Delta Air Lines,TYS,Commuter,Gate_71,Terminal C,,22,,,0,,,,2025-05-24 13:04:00,2025-05-24 13:10:00
2025-05-24 00:00:00,N910XJ,EDV5139,Missed Approach,Delta Air Lines,YUL,Commuter,Gate_81,Terminal C,,22,,,0,,,,2025-05-24 07:17:00,2025-05-24 07:12:00
2025-05-26 00:00:00,N850DN,DAL2396,Missed Approach,Delta Air Lines,PBI,Narrow Body,Gate_72,Terminal C,,22,,,0,,,,2025-05-26 17:36:00,2025-05-26 17:42:00
2025-05-26 00:00:00,N922XJ,EDV5127,Missed Approach,Delta Air Lines,CVG,Commuter,Gate_64,Terminal C,,22,,,0,,,,2025-05-26 15:23:00,2025-05-26 15:26:00
2025-05-29 00:00:00,N341DN,DAL404,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_86,Terminal C,,4,,,0,,,,2025-05-29 07:46:00,2025-05-29 08:09:00
2025-05-29 00:00:00,N140DU,DAL461,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_61,Terminal C,,4,,,0,,,,2025-05-29 10:20:00,2025-05-29 10:08:00
2025-05-30 00:00:00,N917XJ,EDV5360,Missed Approach,Delta Air Lines,RIC,Commuter,Gate_67,Terminal C,,22,,,0,,,,2025-05-30 19:30:00,2025-05-30 20:08:00
2025-05-31 00:00:00,N378DN,DAL2239,Missed Approach,Delta Air Lines,MCO,Narrow Body,Gate_83,Terminal C,,31,,,0,,,,2025-05-31 16:14:00,2025-05-31 16:45:00
2025-05-31 00:00:00,N380DN,DAL2764,Missed Approach,Delta Air Lines,MSP,Narrow Body,Gate_74,Terminal C,,31,,,0,,,,2025-05-31 12:24:00,2025-05-31 12:51:00
2025-05-31 00:00:00,N3745B,DAL379,Missed Approach,Delta Air Lines,RSW,Narrow Body,Gate_67,Terminal C,,31,,,0,,,,2025-05-31 13:39:00,2025-05-31 14:12:00
2025-05-31 00:00:00,N482PX,EDV4977,Missed Approach,Delta Air Lines,BHM,Commuter,Gate_65,Terminal C,,22,,,0,,,,2025-05-31 10:43:00,2025-05-31 10:41:00
2025-06-01 00:00:00,N479PX,EDV5372,Missed Approach,Delta Air Lines,JAX,Commuter,Gate_70,Terminal C,,22,,,0,,,,2025-06-01 20:53:00,2025-06-01 21:18:00
2025-06-01 00:00:00,N878RW,RPA5844,Missed Approach,Delta Air Lines,CMH,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-06-01 13:15:00,2025-06-01 13:38:00
2025-06-02 00:00:00,N607LR,EDV4964,Missed Approach,Delta Air Lines,ORF,Commuter,Gate_76,Terminal C,,22,,,0,,,,2025-06-02 18:52:00,2025-06-02 19:26:00
2025-06-02 00:00:00,N914XJ,EDV5424,Missed Approach,Delta Air Lines,ORH,Commuter,Gate_77,Terminal C,,22,,,0,,,,2025-06-02 17:20:00,2025-06-02 16:59:00
2025-06-02 00:00:00,N206JQ,RPA5778,Missed Approach,Delta Air Lines,RDU,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-06-02 16:22:00,2025-06-02 16:55:00
2025-06-03 00:00:00,N108DQ,DAL856,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_87,Terminal C,,22,,,0,,,,2025-06-03 19:57:00,2025-06-03 20:08:00
2025-06-03 00:00:00,N166PQ,EDV5362,Missed Approach,Delta Air Lines,BUF,Commuter,Gate_79,Terminal C,,22,,,0,,,,2025-06-03 15:59:00,2025-06-03 16:17:00
2025-06-05 00:00:00,N880RW,RPA5741,Missed Approach,Delta Air Lines,CLE,Commuter,Gate_94,Terminal C,,22,,,0,,,,2025-06-05 07:25:00,2025-06-05 07:39:00
2025-06-05 00:00:00,N244JQ,RPA5773,Missed Approach,Delta Air Lines,DCA,Commuter,Gate_96,Terminal C,,22,,,0,,,,2025-06-05 06:58:00,2025-06-05 06:54:00
2025-06-06 00:00:00,N478PX,EDV5164,Missed Approach,Delta Air Lines,RDU,Commuter,Gate_74,Terminal C,,22,,,0,,,,2025-06-06 07:26:00,2025-06-06 07:43:00
2025-06-06 00:00:00,N205JQ,RPA5753,Missed Approach,Delta Air Lines,PIT,Commuter,Gate_94,Terminal C,,22,,,0,,,,2025-06-06 07:10:00,2025-06-06 07:14:00
2025-06-08 00:00:00,N108DQ,DAL1164,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_83,Terminal C,,22,,,0,,,,2025-06-08 18:00:00,2025-06-08 18:02:00
2025-06-09 00:00:00,N490PX,EDV4929,Missed Approach,Delta Air Lines,MKE,Commuter,Gate_66,Terminal C,,4-4,,,0,,,,2025-06-09 16:19:00,2025-06-09 16:18:00
2025-06-09 00:00:00,N228PQ,EDV5047,Missed Approach,Delta Air Lines,CLT,Commuter,*TC_71,Terminal C,,4,,,0,,,,2025-06-09 22:20:00,2025-06-09 23:41:00
2025-06-09 00:00:00,N182GJ,EDV5050,Missed Approach,Delta Air Lines,LEX,Commuter,Gate_67,Terminal C,,4,,,0,,,,2025-06-09 09:23:00,2025-06-09 09:36:00
2025-06-10 00:00:00,N917XJ,EDV4994,Missed Approach,Delta Air Lines,GSP,Commuter,Gate_66,Terminal C,,4,,,0,,,,2025-06-10 14:46:00,2025-06-10 14:45:00
